#id,rmsid,name,type,ra,dec,flux8,flux12,flux14,flux21,jmag,hmag,kmag,vlsr,rgc,kds,d,blank,firlum,firflux,blank2,GAL_LONG,GAL_LAT
831,292,G265.1438+01.4548,YSO,59:27.4,-43:45:03.7,6.26,10.972,13.71,42.49,12.7,11.1,9.6,6.6,8.9,fo,2.5,-999,8.60E+03,MSX,,265.1429286,1.455279638
832,302,G265.3344+01.3916,YSO,59:53.2,-43:56:13.9,1.198,1.849,1.89,2.75,13,10.5,8.9,5.7,8.9,fo,2.5,-999,619,MIPS/IGA,,265.334335,1.391597481
833,305,G265.4642+01.4561,YSO,00:37.9,-43:59:33.7,2.923,4.843,6.84,10.78,13.1,10.7,8.8,5.5,8.9,fo,2.5,-999,1.10E+03,MIPS/IGA,,265.4642906,1.456011333
834,307,G266.2270+00.8766,YSO?,01:00.4,-44:56:53.1,0.667,1.031,1.31,2.83,18.4,14.6,11,4.6,8.8,fo,1.9,-999,335,MSX,,266.2270329,0.876606922
835,308,G266.2856+00.8533,YSO,01:07.5,-45:00:27.0,1.438,3.012,4.34,5.66,16.3,12.8,10.3,5.3,8.9,fo,1.9,-999,200,MIPS/IGA,,266.2855934,0.853242257
836,244,G267.7189-01.4095,HII region?,56:39.2,-47:34:20.2,0.539,0.822,0.64,3.21,15.1,13.8,13.2,53.3,11.5,fo,7.4,-999,8.40E+03,MIPS/IGA,,267.7188259,-1.409601683
837,245,G267.7336-01.1058A,YSO,58:04.2,-47:23:10.0,17.435,26.209,31.15,227.21,13.1,11.7,10.4,5.2,8.8,fo,1.6,-999,2.70E+03,MIPS/IGA,,267.7332408,-1.106772002
838,245,G267.7336-01.1058B,HII region,58:04.4,-47:23:05.6,17.435,26.209,31.15,227.21,12.1,10.7,9.7,5.2,8.8,fo,1.6,-999,1.50E+03,MIPS/IGA,,267.7326828,-1.105546861
839,333,G267.9094+01.7816,YSO,11:14.2,-45:35:11.0,6.125,15.36,22.35,34.44,12.4,10.5,9.2,-0.6,8.6,fo,1.1,-999,375,MIPS/IGA,,267.9093894,1.781548916
840,306,G268.0594-00.8040,HII region?,00:41.1,-47:26:01.6,0.686,0.665,0.68,5.35,17.2,14.9,13.3,4.4,8.8,fo,1.6,-999,5.00E+03,MIPS/IGA,,268.0593166,-0.804092997
841,241,G268.3921-03.0659,YSO,51:37.1,-49:09:08.6,1.197,4.064,7.38,13.72,16.3,15.6,14.4,1.5,8.7,fo,1.6,-999,344,MIPS/IGA,,268.3921165,-3.066029547
842,320,G268.3957-00.4842,YSO,03:25.1,-47:28:27.5,13.615,18.883,27.34,50.35,15.7,11.8,8.3,11.6,9.1,fo,1.6,-999,3.70E+03,MIPS/IGA,,268.3956954,-0.484634069
843,309,G268.4222-00.8490,HII region,01:54.4,-47:44:10.1,33.529,95.388,180.1,1100,-999,-999,-999,3.1,8.8,fo,1.6,-999,5.70E+04,MIPS/IGA,,268.4225424,-0.848938702
844,311,G268.4452-00.8442,YSO,02:01.0,-47:45:00.3,0.398,0.578,1.12,2.81,16,13.9,11.7,3.2,8.8,fo,1.6,-999,155,MSX,,268.4452192,-0.844327568
845,316,G268.6162-00.7389,HII region,03:09.5,-47:48:27.3,16.006,17.719,15.1,37.81,11.7,10,8.4,2.1,8.7,fo,1.6,-999,5.70E+03,MIPS/IGA,,268.6155171,-0.738934528
846,323,G269.1586-01.1383A,YSO,03:31.7,-48:28:45.5,6.405,7.999,12.76,98.35,12.9,11.8,10.7,10.8,9.1,fo,2.7,,7.30E+03,IRAS,,269.1582996,-1.139560918
847,323,G269.1586-01.1383B,HII region,03:32.0,-48:28:38.4,6.405,7.999,12.76,98.35,16.2,13.5,11.8,10.8,9.1,fo,2.7,,4.20E+03,IRAS,,269.1573237,-1.137691705
848,317,G269.4582-01.4713,Diffuse HII region,03:14.1,-48:55:26.0,2.091,5.099,5.63,17.96,15.8,14.3,14.3,56.8,11.8,fo,8.1,-999,2.10E+03,MIPS/IGA,,269.4581648,-1.471410979
849,327,G269.5205-01.2510,YSO,04:29.2,-48:49:24.9,0.892,2.212,4.32,13.99,16.6,14.7,13.1,4.7,8.8,fo,2.7,-999,2.50E+03,MIPS/IGA,,269.5205067,-1.251103804
850,330,G269.7431-00.3193,YSO,09:33.0,-48:21:33.7,0.463,1.33,1.03,5.57,16.7,15.7,14.1,76.3,13.4,fo,10.3,-999,1.90E+04,MSX,,269.7416612,-0.319848551
851,332,G269.8539-00.0630,YSO,11:08.3,-48:15:56.3,1.476,2.632,4.07,22.99,16.6,15.2,13.3,74.6,13.3,fo,10.3,-999,4.20E+04,MIPS/IGA,,269.8532765,-0.062669518
852,331,G270.8247-01.1112,YSO,10:30.8,-49:41:29.0,2.147,2.773,2.74,4.22,16,12.7,10.1,51.5,11.4,fo,7.7,-999,9.90E+03,MIPS/IGA,,270.8247313,-1.111325111
853,328,G271.2225-01.7712,YSO,09:11.2,-50:25:55.3,0.584,0.846,1.35,5.97,17,15.4,13.7,75.4,13.4,fo,10.5,-999,1.30E+04,MIPS/IGA,,271.2225848,-1.771454407
854,329,G271.6511-02.1492,Young/old star?,09:16.2,-51:00:10.8,0.528,0.875,1.75,4.15,16.7,13.9,11.7,73.2,13.2,fo,10.3,-999,5.60E+03,MIPS/IGA,,271.6511576,-2.14924673
855,340,G273.7091-01.3732,HII region,22:01.6,-51:56:43.0,1.353,1.732,2.45,20.5,14.3,12.8,11.7,34.5,10.3,fo,2.7,-999,5.30E+03,MIPS/IGA,,273.7091019,-1.373294542
856,345,G274.0649-01.1460A,YSO,24:42.5,-52:01:50.6,5.504,9.58,16.78,124.63,15.3,13.2,10,38.7,10.6,fo,2.7,,2.20E+04,IRAS,,274.0632901,-1.144508051
857,345,G274.0649-01.1460B,HII region,24:43.1,-52:02:08.7,5.504,9.58,16.78,124.63,15.5,13.7,12.2,38.7,10.6,fo,2.7,,2.80E+04,IRAS,,274.0677748,-1.147157644
858,345,G274.0649-01.1460C,HII region,24:42.1,-52:02:01.2,5.504,9.58,16.78,124.63,16.6,15.1,13,38.7,10.6,fo,2.7,,3.50E+03,IRAS,,274.064613,-1.147331494
859,339,G275.8190-03.6009,YSO,21:29.2,-55:00:39.5,3.9,12.117,19.14,25.9,15.5,14,11.4,58.9,12,fo,9.3,-999,2.60E+04,MIPS/IGA,,275.8187868,-3.60109758
860,4758,G278.6387-00.3667,YSO,51:01.2,-54:29:49.2,0.276,1.028,0.52,3.23,14.4,13.3,12.2,-4.2,8.5,tp,1.3,-999,169,MSX,,278.6387848,-0.366885116
861,354,G280.6208-01.1879,HII region?,58:23.3,-56:22:14.5,2.676,3.559,2.74,12.29,15.6,14.9,13.4,28.6,10,fo,7.1,-999,2.50E+04,MIPS/IGA,,280.6208653,-1.1880898
862,356,G281.0472-01.5432,YSO,59:15.9,-56:54:39.2,3.963,10.517,11.76,35.76,11.4,9.9,8.9,-8.7,8.3,tp,1.7,-999,8.50E+03,MIPS/IGA,,281.045409,-1.543295985
863,362,G281.2206-01.2556,YSO,01:33.4,-56:47:15.7,1.21,1.828,1.53,2.76,16.5,14.1,11.9,-4.1,8.5,-999,1.7,-999,1.10E+03,MIPS/IGA,,281.2206599,-1.255757392
864,358,G281.2564-01.7426,HII/YSO?,59:36.4,-57:11:50.6,0.965,1.393,0.96,4.7,16.7,15,13.2,-6.6,8.4,tp,1.7,,666,IRAS,,281.256429,-1.742679248
865,359,G281.4179-01.8027,Young/old star?,00:17.2,-57:20:34.8,1.447,2.011,2.17,3.35,15.7,12.1,9.6,-4.8,8.4,-999,1.7,-999,406,MIPS/IGA,,281.4179015,-1.802803972
866,351,G281.5060-02.5511,YSO?,57:24.0,-57:59:24.7,0.892,1.248,2,5.46,15.6,15.2,13.5,-8,8.3,tp,1.7,-999,1.10E+03,MIPS/IGA,,281.5059985,-2.551221012
867,353,G281.5576-02.4775,HII region,58:03.0,-57:57:44.6,5.194,8.684,10.47,88.73,-999,-999,-999,-7,8.3,f?,1.7,-999,1.60E+04,MIPS/IGA,,281.557157,-2.476455576
868,367,G281.5857-00.9706,HII region,04:56.3,-56:46:36.7,8.008,14.716,17.09,93.22,-999,-999,-999,-2.1,8.5,fo,3.6,-999,5.60E+04,MIPS/IGA,,281.5860257,-0.971002609
869,376,G281.5956-00.1363,YSO,08:31.5,-56:06:20.8,1.105,1.863,1.27,4.4,15.5,13.8,13.4,20.8,9.6,fo,6.5,-999,5.60E+03,MIPS/IGA,,281.5945497,-0.136688797
870,361,G281.7578-02.0132,YSO,01:21.6,-57:42:56.3,1.69,2.364,1.86,7.06,14.2,12.7,11.6,-5.4,8.4,-999,1.7,-999,1.90E+03,MIPS/IGA,,281.7577005,-2.0131331
871,365,G281.8449-01.6094,HII region,03:41.1,-57:26:38.7,2.932,5.091,4.55,28.11,16.2,14.3,13.3,-7.2,8.3,f?,1.7,-999,4.70E+03,MIPS/IGA,,281.8449421,-1.609045545
872,369,G281.9780-01.3712,YSO,05:31.8,-57:19:50.2,0.559,0.966,1.81,7.97,17.6,15.5,12.7,18.5,9.5,fo,6.3,-999,9.30E+03,MIPS/IGA,,281.9780271,-1.370398346
873,377,G282.0598-00.5721,HII region,09:26.6,-56:43:49.0,0.849,1.595,2.72,14.76,16.6,14.7,12.8,15,9.3,fo,5.5,-999,2.50E+04,MIPS/IGA,,282.0597577,-0.572212636
874,378,G282.2988-00.7769,YSO?,10:00.4,-57:02:07.8,6.192,8.908,10.66,18.06,10.2,8.4,7,5.5,8.9,fo,5.5,-999,8.90E+03,MIPS/IGA,,282.2988175,-0.77702078
875,379,G282.7848-01.2869,YSO?,10:46.7,-57:43:55.9,0.82,1.799,2.69,3.34,16.7,13.9,11.7,-5.4,8.4,?,1.9,,1.40E+03,IRAS,,282.7848141,-1.287019578
876,364,G282.8667-03.1483,YSO,02:55.9,-59:17:18.6,0.822,1.297,1.81,3.7,17.1,14.6,11.1,-2.9,8.5,fo,3.8,-999,2.10E+03,MIPS/IGA,,282.8666598,-3.148385719
877,382,G282.8969-01.2727,YSO?,11:31.7,-57:47:05.2,2.101,4.745,7.83,20.38,14.7,12,9.9,-4.3,8.5,?,1.9,-999,2.40E+03,MSX,,282.8969142,-1.272814774
878,385,G283.2273-00.9353,HII region,14:59.8,-57:41:37.3,1.877,3.493,7.2,53.98,15.3,13.4,11.9,-8.3,8.3,tp,1.9,-999,3.90E+03,MIPS/IGA,,283.2267147,-0.935451002
879,4761,G283.9146-01.0485,YSO?,18:50.0,-58:10:11.3,0.274,-0.573,-0.45,4.99,15.5,14.2,12.4,11.4,9.1,fo,4.2,-999,2.80E+03,MSX,,283.9146524,-1.048358766
880,393,G284.0155-00.8579,HII region,20:15.7,-58:03:55.2,6.84,16.959,36.49,197.23,-999,-999,-999,8.8,9,fo,4.2,-999,1.30E+05,MIPS/IGA,,284.015382,-0.857570757
881,390,G284.0176-00.9022,HII region,20:05.5,-58:06:14.7,1.501,1.831,1.48,9.06,14.9,15.1,13.2,8.3,9,fo,4.2,-999,5.20E+03,MSX,,284.017628,-0.902351429
882,395,G284.0588-00.7717A,YSO,20:53.5,-58:01:00.2,0.736,1.426,0.85,2.99,14.9,12.8,11.4,10.5,9.1,fo,4.2,-999,1.70E+03,MSX,,284.058843,-0.771404915
883,395,G284.0588-00.7717B,YSO,20:53.5,-58:01:02.5,0.736,1.426,0.85,2.99,14.7,12.8,11.5,10.5,9.1,fo,4.2,-999,1.70E+03,MSX,,284.0591347,-0.771977181
884,409,G284.2334-00.3634,YSO,23:39.6,-57:46:04.4,2.136,4.221,5.91,11.04,16.1,12.8,10.4,-3.5,8.5,-999,0.1,-999,Jan-90,MSX,,284.2343683,-0.363554679
885,394,G284.2438-01.1302,HII region,20:35.2,-58:25:07.1,2.443,3.05,3.52,22.74,13.4,11.8,10.5,2.4,8.7,fo,4.2,-999,1.10E+04,MIPS/IGA,,284.24371,-1.130562391
886,419,G284.2637-00.3161,YSO?,24:02.4,-57:44:35.7,2.826,6.012,9.43,21.31,9.5,8.8,8.7,17.4,9.4,fo,4.2,-999,1.20E+04,MSX,,284.2641591,-0.315573646
887,442,G284.3372-00.2831,Diffuse HII region,24:38.0,-57:45:17.6,5.342,18.729,27.23,74.49,14,14.4,13.3,17.9,9.5,fo,4.2,,7.40E+03,IRAS,,284.3372881,-0.283282825
888,444,G284.6942-00.3600,YSO,26:36.4,-58:00:32.0,0.323,0.919,1.81,8.57,14.8,13.2,10.7,12.1,9.2,fo,4.2,-999,3.10E+03,MIPS/IGA,,284.6942074,-0.360166652
889,458,G285.3472+00.0013,HII region,32:14.4,-58:02:13.2,9.136,12.03,9.7,38.2,13.8,11.3,9,-2,8.5,fo,4.7,-999,2.80E+04,MIPS/IGA,,285.3472429,0.001275399
890,450,G285.5970-00.8508,HII region,30:33.3,-58:53:52.2,2.448,4.7,9.81,53.9,15.2,14.1,12.4,9.8,9.1,fo,6.2,-999,4.40E+04,MIPS/IGA,,285.5973919,-0.85136217
891,462,G286.1626-00.1877,YSO,36:53.8,-58:36:31.6,0.731,1.298,1.26,2.81,12.2,11,10.1,-21.4,7.8,tp,2.3,-999,479,MSX,,286.1626151,-0.18779519
892,473,G286.2086+00.1694,YSO,38:32.7,-58:19:14.3,1.353,2.882,7.18,40.57,18,17,13.9,-20.2,7.8,tp,2.3,-999,7.60E+03,MIPS/IGA,,286.2091857,0.16900598
893,461,G286.3938-01.3514,HII region,33:56.5,-59:44:00.1,6.019,17.939,35.34,134.6,15.7,13.6,11.3,39.3,10.7,fo,9.3,-999,1.80E+05,MIPS/IGA,,286.3940546,-1.351605459
894,475,G286.9523-00.9572,HII region,39:20.0,-59:39:58.3,3.7,8.43,10.36,26,13.2,12.3,11.4,34.5,10.4,fo,9.0,-999,6.80E+04,MIPS/IGA,,286.9523326,-0.957313191
895,480,G287.0179-00.3225,HII region?,42:10.9,-59:08:27.9,0.307,-0.491,0.99,4.56,16.4,15.4,14.6,-20.2,7.8,tp,2.5,-999,899,MSX,,287.0179554,-0.322632124
896,479,G287.1000-00.4921,Diffuse HII region,42:06.9,-59:19:45.4,0.399,0.821,0.82,2.87,-999,-999,-999,-999,-999,-999,-999.0,,-999,IRAS,,287.100016,-0.492208718
897,474,G287.1921-01.4042,Young/old star,39:16.6,-60:10:24.1,2.454,3.689,4.96,6.37,15.7,12.7,9.6,43.6,11,fo,9.9,,1.60E+04,IRAS,,287.192229,-1.404240244
898,481,G287.2238-00.5339A,YSO,42:48.2,-59:25:29.0,1.204,1.691,1.52,4.36,12.6,11.6,10.1,-18.3,7.9,tp,2.5,-999,456,MSX,,287.2223938,-0.534631135
899,481,G287.2238-00.5339B,YSO,42:50.6,-59:25:25.4,1.204,1.691,1.52,4.36,14.4,11.6,9.5,-18.3,7.9,tp,2.5,-999,456,MSX,,287.2265496,-0.531260691
900,645,G287.3716+00.6444,YSO,48:04.6,-58:27:01.0,10.662,16.053,21.48,62.25,10.4,8.9,7.5,0.9,8.7,fo,5.6,-999,2.80E+04,MIPS/IGA,,287.3716058,0.644381072
901,541,G287.4288-00.5804,HII region,44:04.0,-59:33:45.3,4.618,10.418,17.95,42.09,12.8,13,12.4,-15.2,8,tp,2.5,-999,8.30E+03,MSX,,287.428875,-0.580535299
902,532,G287.4373-00.6129,HII region,44:00.3,-59:35:43.0,6.287,23.722,40.63,63.99,14.4,15.2,13.8,-16.4,8,tp,2.5,-999,1.20E+04,MSX,,287.4373582,-0.613055717
903,560,G287.4779-00.5463,YSO,44:32.1,-59:33:19.8,5.644,9.454,6.74,16.98,14.7,12.8,11.6,-19.8,7.9,tp,2.5,-999,1.20E+03,MIPS/IGA,,287.4779172,-0.546489008
904,609,G287.5233-00.4126,Diffuse HII region??,45:20.6,-59:27:30.2,0.914,1.862,1.2,3.63,14.9,14.8,13.9,-15.7,8,tp,2.5,,4.00E+03,IRAS,,287.523347,-0.412716479
905,551,G287.8768-01.3618,YSO,44:17.9,-60:27:46.0,2.072,3.41,5.48,13.41,17.9,15,11.6,13.7,9.3,fo,7.1,-999,2.10E+04,MIPS/IGA,,287.8768199,-1.361936521
906,632,G287.8893-00.9316,HII region,46:00.2,-60:05:16.8,1.838,2.42,2.11,9.6,12.8,13.9,13.1,-21.5,7.8,tp,2.5,,1.00E+04,IRAS,,287.8892898,-0.931774749
907,639,G287.9816-00.8724,Diffuse HII region,46:52.8,-60:04:41.1,0.49,1.863,3.94,7.45,15.5,14,13.6,-999,-999,-999,-999.0,-999,-999,MSX,,287.9816061,-0.872544348
908,646,G288.1760-00.8351,YSO,48:24.2,-60:08:02.0,0.766,1.089,1.48,4.69,14.6,13.5,12.2,3.7,8.8,fo,6.1,-999,5.70E+03,MSX,,288.1759993,-0.83523821
909,659,G288.9606+00.2645,YSO,57:51.9,-59:29:26.1,0.72,1.227,2.49,4.39,17.1,15.7,14.3,7.5,9,fo,6.7,-999,6.20E+03,MSX,,288.9617891,0.264977037
910,660,G288.9865+00.2533,YSO?,58:00.3,-59:30:44.9,1.027,1.307,1.71,13.4,12.8,11.8,11.1,6.5,8.9,fo,6.7,-999,3.30E+03,MIPS/IGA,,288.9871628,0.252664863
911,656,G289.1447-00.3454,YSO,57:07.3,-60:07:13.2,0.813,1.278,0.95,5.01,13.9,12.8,11.6,26.3,9.9,fo,8.6,,2.30E+04,IRAS,,289.1445765,-0.344849974
912,664,G289.8794-00.7979,HII region,01:00.1,-60:50:22.0,13.58,32.561,38.95,179.55,13.8,12.1,10.5,19.1,9.5,fo,8.1,-999,3.20E+05,MIPS/IGA,,289.8799249,-0.797418945
913,667,G289.9446-00.8909A,YSO,01:10.7,-60:57:08.3,4.275,10.607,15.82,41.03,16.5,14.6,13.5,32.8,10.3,fo,9.4,-999,3.40E+04,MIPS/IGA,,289.9459701,-0.891416297
914,667,G289.9446-00.8909B,HII region,01:10.2,-60:57:05.0,4.275,10.607,15.82,41.03,-999,-999,-999,32.8,10.3,fo,9.4,-999,8.80E+04,MIPS/IGA,,289.9446706,-0.890997677
915,667,G289.9446-00.8909C,HII region,01:09.0,-60:56:56.3,4.275,10.607,15.82,41.03,13.9,13.1,12.7,32.8,10.3,fo,9.4,-999,4.90E+04,MIPS/IGA,,289.9415177,-0.889770773
916,671,G290.2292-00.8311,HII region?,03:30.6,-61:00:44.8,0.881,1.829,2.47,6.65,14.1,12.9,12,-999,-999,-999,-999.0,,-999,IRAS,,290.2288305,-0.83093774
917,673,G290.4750-00.3677,YSO?,06:52.8,-60:41:10.7,2.873,5.009,6.73,7.76,15.9,12.8,10,18.8,9.5,fo,8.2,,7.30E+03,IRAS,,290.4754438,-0.36846264
918,672,G290.5064-00.8559,HII region?,05:31.9,-61:08:47.4,1.192,1.645,1.11,3.3,15.2,13.5,12.5,21,9.7,fo,8.4,-999,1.70E+04,IRAS,,290.506411,-0.855972325
919,674,G290.8768-01.2170,HII region,07:11.4,-61:37:31.6,1.801,2.417,2.1,14.98,14,12.6,12,15.7,9.4,fo,8.2,-999,2.40E+04,MIPS/IGA,,290.8776293,-1.217967568
920,676,G291.0670-00.7941,HII region?,10:01.4,-61:18:27.7,4.784,6.044,4.62,20.94,12.8,11.9,11.1,19.7,9.6,fo,8.2,-999,1.60E+05,MIPS/IGA,,291.0670978,-0.794212685
921,680,G291.2414-00.7159,HII region,11:36.9,-61:18:04.6,1.55,2.143,1.95,12.66,15.5,12.6,11.7,-24.6,7.7,tp,3.0,-999,3.70E+03,MSX,,291.2414892,-0.716010397
922,679,G291.2562-00.7762,Diffuse HII region,11:32.4,-61:21:45.7,1.626,6.053,10.55,40.54,14,15,14.1,-24.1,7.7,tp,3.0,,9.50E+03,IRAS,,291.256245,-0.776300187
923,681,G291.2725-00.7198,Diffuse HII region,11:50.5,-61:18:59.4,64.824,265.52,523.81,2600,14.9,12.4,11.4,-24.2,7.7,tp,3.0,,1.80E+05,IRAS,,291.2725314,-0.71987046
924,682,G291.2927-00.7648,Diffuse HII region,11:51.5,-61:21:57.2,1.25,1.629,1.26,4.52,16.2,15,15,-25.6,7.6,tp,3.0,-999,1.30E+03,MSX,,291.2927625,-0.76496468
925,722,G291.5765-00.4310,HII region,15:04.6,-61:09:37.4,1.771,3.575,3.36,20.84,17,14.7,13.2,13.4,9.3,fo,7.9,-999,4.20E+04,MSX,,291.5765795,-0.431196263
926,716,G291.5785-00.4648,HII region,14:59.6,-61:11:38.2,8.016,14.573,18.17,72.88,13.3,12.1,10.7,12.7,9.2,fo,7.9,-999,1.50E+05,MSX,,291.5794925,-0.466078361
927,755,G291.8631-00.6825,HII region,16:32.9,-61:29:53.5,5.29,15.616,32.81,88.32,13.4,12.8,13,30.7,10.2,fo,9.7,-999,1.90E+05,MIPS/IGA,,291.8631603,-0.682561544
928,761,G293.0352-00.7871,YSO?,25:33.2,-61:59:51.0,0.329,0.89,1.45,4.49,17.1,14.6,12.4,-24.8,7.7,tp,3.3,-999,2.60E+03,MIPS/IGA,,293.0352987,-0.78727798
929,768,G293.5607-00.6703,YSO,30:07.1,-62:03:12.9,1.899,3.154,4.03,11.58,14.9,12.2,9.5,-23.9,7.7,tp,3.4,-999,4.70E+03,MIPS/IGA,,293.5606995,-0.670502503
930,773,G293.8282-00.7445,HII region,32:06.4,-62:12:20.3,2.737,5.81,7.47,41.07,16.9,14.2,12.9,32.9,10.4,fo,10.4,-999,9.30E+04,MIPS/IGA,,293.8283697,-0.744291966
931,775,G293.8947-00.7825,YSO,32:32.8,-62:15:43.1,2.072,3.257,3.65,5.26,14.8,11.2,8.8,32.2,10.3,fo,10.4,-999,1.20E+04,MIPS/IGA,,293.8943186,-0.782540786
932,778,G293.9512-00.8941,HII region,32:43.5,-62:23:09.8,2.395,5.412,10.24,55.31,17.5,14.7,12.5,32.9,10.4,fo,10.4,-999,7.40E+04,MIPS/IGA,,293.9512356,-0.894716644
933,774,G293.9570-01.0123,HII region?,32:27.8,-62:30:01.7,0.169,-0.573,0.97,3.35,15.8,14.9,14.2,33.6,10.4,fo,10.4,-999,1.20E+04,MSX,,293.956755,-1.012929426
934,776,G293.9633-00.9776,HII region,32:37.0,-62:28:09.4,2.245,5.125,6.57,30.13,16.5,14.4,11.8,33,10.4,fo,10.4,-999,6.40E+04,MIPS/IGA,,293.9642395,-0.977867315
935,781,G294.6168-02.3440,YSO,34:32.9,-63:58:03.0,3.207,4.721,4.17,8.23,14.2,11.8,9.9,-10.4,8.2,nz,0.8,-999,149,MIPS/IGA,,294.6167695,-2.344081796
936,790,G295.1523-00.5890,HII region,43:25.2,-62:25:40.8,0.919,2.302,3.5,13.97,17.6,14.6,13.3,35,10.6,fo,10.9,-999,5.00E+04,MIPS/IGA,,295.1519719,-0.588110536
937,792,G295.1662-00.5802,HII region?,43:33.4,-62:25:27.1,1.357,1.988,1.67,5.03,15.9,15.1,13.3,36.3,10.6,fo,10.9,-999,3.80E+04,MIPS/IGA,,295.1662545,-0.580323362
938,793,G295.1750-00.5737,HII region?,43:38.7,-62:25:12.7,2.93,5.171,3.22,11.74,15.4,14.4,13,-999,-999,-999,-999.0,,-999,IRAS,,295.1749964,-0.573831367
939,794,G295.5570-01.3787A,YSO,45:04.7,-63:17:46.1,2.658,5.775,5.01,16.08,14.4,12.6,11.1,37.2,10.7,fo,11.2,-999,7.40E+03,MIPS/IGA,,295.5580858,-1.378389053
940,794,G295.5570-01.3787B,HII region,45:04.0,-63:17:46.0,2.658,5.775,5.01,16.08,14.3,13.1,13,37.2,10.7,fo,11.2,-999,7.90E+04,MIPS/IGA,,295.5567745,-1.378704888
941,802,G296.2654-00.3901,YSO?,53:10.9,-62:30:20.0,1.759,2.797,3.63,4.37,13.4,10.9,8.9,12,9.2,fo,8.9,-999,4.50E+03,MIPS/IGA,,296.265276,-0.390252063
942,801,G296.4036-01.0185A,YSO,53:08.2,-63:08:56.8,1.183,2.007,2.29,6.63,15,14,11.8,27.6,10.1,fo,10.1,-999,1.50E+04,MIPS/IGA,,296.4043534,-1.018623728
943,801,G296.4036-01.0185B,HII region?,53:07.6,-63:08:57.0,1.183,2.007,2.29,6.63,14.5,13.6,12.5,27.6,10.1,fo,10.1,-999,1.50E+04,MIPS/IGA,,296.4031918,-1.018947695
944,4788,G296.7256-01.0382,YSO,55:52.7,-63:14:18.9,0.286,-0.573,0.86,3.42,16.6,15.1,13.2,22.4,9.8,fo,10.1,-999,1.00E+04,MIPS/IGA,,296.7256508,-1.038268064
945,803,G296.8926-01.3050,HII region,56:49.7,-63:32:04.9,0.76,1.077,0.95,4.01,15,13.9,12.9,20.9,9.7,fo,10.1,-999,1.80E+04,MIPS/IGA,,296.8924072,-1.305110263
946,809,G297.4048-00.6224,YSO?,02:30.4,-62:58:04.2,0.458,1.319,1.81,6.03,17,16.3,12.7,25.7,10,fo,10.7,-999,2.00E+04,MSX,,297.4055257,-0.62229587
947,810,G297.4585-00.7636A,HII region,02:42.9,-63:06:53.7,1.277,1.685,1.36,4.33,-999,-999,-999,28.6,10.2,fo,10.7,-999,5.20E+03,MIPS/IGA,,297.4563066,-0.762325321
948,810,G297.4585-00.7636B,YSO?,02:43.5,-63:06:57.2,1.277,1.685,1.36,4.33,16,13.1,11.1,28.6,10.2,fo,10.7,-999,3.90E+03,MIPS/IGA,,297.4575812,-0.7630715
949,811,G297.4701-00.7343,YSO?,02:53.1,-63:05:26.5,0.685,1.307,1.52,5.83,15.5,14.7,13.9,28.4,10.2,fo,10.7,-999,1.20E+04,MIPS/IGA,,297.4706339,-0.734931542
950,812,G297.4709-00.7297,YSO,02:54.4,-63:05:03.6,0.543,1.087,1.33,5.18,-999,-999,-999,28.3,10.2,fo,10.7,-999,4.10E+03,MIPS/IGA,,297.4718892,-0.728216967
951,816,G297.6605-00.9745,HII region,04:08.9,-63:21:40.6,2.167,3.586,2.84,19.05,13.2,11.9,11.4,30.7,10.3,fo,11.0,-999,2.30E+05,IRAS,,297.660565,-0.974551598
952,817,G298.1829-00.7860,HII region,09:01.2,-63:15:57.9,17.3,42.14,72.42,249.86,11.8,10.5,9.1,22.7,9.8,fo,10.4,-999,4.40E+05,MIPS/IGA,,298.1828965,-0.786118073
953,819,G298.1964-00.2513,HII region,09:54.1,-62:44:26.5,0.552,3.328,6.26,14.16,15.1,13.2,12.5,-999,-999,fo,-999.0,-999,-999,IRAS,,298.1964044,-0.251468758
954,820,G298.2234-00.3393,HII region,10:01.2,-62:49:54.0,127.95,436.48,835.93,2900,10.9,10.1,8.3,32.8,10.5,fo,11.3,-999,6.10E+05,MIPS/IGA,,298.2242756,-0.339108074
955,822,G298.2493-00.3536,Diffuse HII region,10:13.0,-62:51:00.3,0.61,1.736,1.15,3.17,16.1,14.5,14.1,-999,-999,-999,-999.0,-999,-999,MSX,,298.2493703,-0.353706982
956,824,G298.2620+00.7394,YSO,11:47.7,-61:46:18.8,0.527,1.201,3.35,25.43,17.2,14.9,11.1,-30.6,7.4,tp,4.0,-999,1.60E+04,MIPS/IGA,,298.2620543,0.73988728
957,825,G298.6992-01.7067,Diffuse HII region?,12:19.2,-64:15:23.7,0.451,-0.601,0.98,3.33,18,17.1,14.3,-29.9,7.4,tp,4.1,-999,998,MIPS/IGA,,298.699186,-1.706786803
958,846,G298.8332+00.1279,HII region,15:51.6,-62:27:39.7,1.623,3.164,3.68,17.45,-999,-999,-999,21.4,9.8,fo,10.4,-999,5.10E+04,MIPS/IGA,,298.83251,0.127201862
959,836,G298.8418-00.3390,HII/YSO,15:22.6,-62:55:27.1,3.788,10.409,17.38,30.25,14.8,12.8,11.7,-36.4,7.2,tp,4.0,-999,5.30E+04,IRAS,,298.8418877,-0.339162203
960,848,G298.8449+00.1221,Diffuse HII region,15:57.6,-62:28:04.0,2.131,4.009,3.25,8.89,15.2,15,12.8,20.8,9.7,fo,10.4,-999,3.30E+04,MIPS/IGA,,298.8449427,0.122111995
