#id,rmsid,name,type,ra,dec,flux8,flux12,flux14,flux21,jmag,hmag,kmag,vlsr,rgc,kds,d,blank,firlum,firflux,blank2,GAL_LONG,GAL_LAT
961,837,G298.8591-00.4372,HII region,15:25.3,-63:01:17.0,18.449,53.526,98.03,337.38,12.8,11.1,11.9,28.5,10.2,fo,11.1,-999,7.60E+05,MIPS/IGA,,298.860347,-0.434716584
962,855,G299.5265+00.1478,Young/old star?,21:50.6,-62:31:42.4,1.657,1.874,2.89,3.24,17.5,13.6,10.2,-4.5,8.4,-999,0.2,-999,15/41558,MIPS/IGA,,299.5263989,0.147461089
963,857,G300.1615-00.0877,YSO?,27:08.9,-62:49:44.2,1.867,2.925,3.92,6.03,15.7,12.1,9.3,-39.4,7.1,tp,4.1,-999,4.80E+03,MIPS/IGA,,300.1629792,-0.087860139
964,858,G300.3412-00.2190,YSO,28:35.7,-62:58:35.4,4.829,7.371,6.47,12.21,13.3,10.7,8.7,-38.5,7.1,tp,4.1,-999,5.70E+03,MIPS/IGA,,300.3406808,-0.219732783
965,860,G300.3770-00.2857,HII/YSO,28:51.8,-63:02:43.8,0.727,1.026,0.77,2.86,14.9,13.5,12.8,-999,-999,-999,-999.0,-999,-999,MSX,,300.3770249,-0.28578957
966,863,G300.5047-00.1745A,YSO,30:03.6,-62:56:48.4,2.031,4.458,6.58,34.05,16.6,14.2,13,8.9,9.1,fo,9.7,-999,5.10E+04,MIPS/IGA,,300.5039376,-0.175853614
967,863,G300.5047-00.1745B,HII region,30:04.1,-62:56:44.1,2.031,4.458,6.58,34.05,-999,-999,-999,8.9,9.1,fo,9.7,-999,3.90E+04,MIPS/IGA,,300.5047829,-0.174584745
968,866,G300.7221+01.2007,YSO,32:50.8,-61:35:28.6,1.101,2.126,2.84,8.52,14.8,13.7,13.6,-43,7,tp,4.2,-999,1.50E+03,MIPS/IGA,,300.7221335,1.200679648
969,871,G300.9674+01.1499,HII region,34:53.2,-61:39:40.0,5.442,13.09,16.6,70.22,-999,-999,-999,-43,7,tp,4.2,-999,2.20E+05,IRAS,,300.9687254,1.147532386
970,872,G300.9785+01.1459,Diffuse HII region,34:58.1,-61:39:48.2,7.035,15.551,15.93,56.18,15.5,13.8,13.2,-43.7,6.9,tp,4.2,-999,8.00E+03,MSX,,300.978505,1.145877683
971,873,G301.0130+01.1153,YSO,35:14.5,-61:41:46.8,0.448,0.693,0.87,8.98,16.6,15.8,14.2,-43.1,7,tp,4.2,-999,3.40E+03,MSX,,301.0128927,1.115050506
972,875,G301.1175+00.9627,Diffuse HII region,36:02.7,-61:51:17.2,8.486,25.812,32.56,74.88,15,13.8,12.3,-41.6,7,tp,4.2,-999,8.90E+04,MIPS/IGA,,301.1175016,0.962731024
973,874,G301.1364-00.2249,HII region,35:35.1,-63:02:31.6,1.41,5.304,17.92,120.23,-999,-999,-999,-999,-999,fo,-999.0,-999,-999,IRAS,,301.136426,-0.225640343
974,876,G301.1726+01.0034,Young/old star?,36:32.0,-61:49:02.8,4.924,8.632,11.62,22.23,12.7,10.2,7.9,-40.6,7,tp,4.2,,2.80E+04,IRAS,,301.172779,1.003384128
975,878,G301.7319+01.1030,HII region,41:17.9,-61:44:42.3,6.151,8.524,12.02,84.74,16.9,15,12.2,-39.1,7.1,tp,4.4,-999,4.50E+04,MIPS/IGA,,301.7319516,1.103037992
976,879,G301.8147+00.7808A,YSO,41:53.9,-62:04:14.6,31.106,49.103,52.81,106.84,12,9.3,6.8,-37.4,7.1,tp,4.4,-999,2.20E+04,MIPS/IGA,,301.8149468,0.780334162
977,879,G301.8147+00.7808B,HII region,41:53.6,-62:04:06.4,31.106,49.103,52.81,106.84,12,12.5,10.5,-37.4,7.1,tp,4.4,-999,2.90E+04,MIPS/IGA,,301.8142772,0.782588683
978,880,G302.0213+00.2542,HII region?,43:31.5,-62:36:13.6,5.915,15.86,25.02,74.98,16.7,13.9,11.7,-46.1,6.9,tp,4.3,-999,3.30E+04,MIPS/IGA,,302.0218244,0.253987928
979,881,G302.0319-00.0613,HII region,43:31.8,-62:55:06.8,6.234,11.226,15.65,107.87,-999,-999,-999,-35.4,7.2,tp,4.5,-999,3.10E+04,MIPS/IGA,,302.0320635,-0.060623797
980,882,G302.1515-00.9488,HII region,44:21.9,-63:48:36.0,3.604,5.888,5.3,25.58,15.2,13.4,13.3,31.4,10.5,fo,12.1,-999,8.60E+04,MIPS/IGA,,302.1515586,-0.948967807
981,883,G302.4546-00.7401,YSO,47:08.6,-63:36:30.0,1.496,2.629,3.49,8.36,14.6,13.5,11.5,35.3,10.7,fo,12.1,-999,2.20E+04,MIPS/IGA,,302.4546961,-0.740563716
982,884,G302.4867-00.0308,HII region,47:31.7,-62:53:57.4,4.418,6.023,6.18,31.6,15.9,12.9,11.2,-37.1,7.1,tp,4.5,-999,1.30E+04,MIPS/IGA,,302.4867137,-0.030908372
983,885,G302.5005-00.7701,HII region,47:33.1,-63:38:19.3,0.838,1.488,0.81,3.82,17.3,15.9,14.7,30,10.4,fo,12.1,-999,2.90E+04,MIPS/IGA,,302.5005104,-0.770200908
984,886,G302.6604-00.7908,Young/old star?,48:59.4,-63:39:40.0,1.054,1.689,1.83,3.86,14.7,12.6,10,26.4,10.1,fo,12.1,-999,1.50E+04,MIPS/IGA,,302.660299,-0.790653738
985,888,G303.1179-00.9710,HII region,53:07.2,-63:50:33.0,5.883,14.849,26.29,92.82,13.1,11.6,10.2,26,10.1,fo,12.1,-999,1.70E+05,MIPS/IGA,,303.1173067,-0.97135668
986,891,G303.5353-00.5982,HII region,56:50.3,-63:27:46.1,1.396,1.699,1.48,6.11,15.1,13.8,12.8,18.9,9.7,fo,11.3,-999,2.20E+04,MIPS/IGA,,303.535066,-0.597381034
987,892,G303.9973+00.2800,HII/YSO,00:41.6,-62:34:20.8,1.401,1.875,1.69,4.83,13.9,12.7,12.8,30.7,10.5,fo,12.5,-999,2.40E+04,MIPS/IGA,,303.997544,0.280152298
988,896,G304.7592-00.6299,YSO,07:47.4,-63:26:37.0,1.079,0.82,1.1,2.79,14.8,12.2,10,26.1,10.2,fo,12.2,-999,4.50E+03,MIPS/IGA,,304.7584896,-0.629871769
989,910,G305.1732+00.1016,HII region??,10:59.6,-62:41:06.0,0.159,0.823,0.86,4.04,15.7,14.8,13.8,-999,-999,-999,-999.0,-999,-999,MSX,,305.1731982,0.101616927
990,916,G305.1940-00.0051,YSO,11:14.4,-62:47:25.5,0.407,0.574,0.92,5.41,14.8,14.9,12,-33,7.2,-999,3.6,-999,2.20E+03,MSX,,305.1933742,-0.0056526
991,915,G305.1967+00.0335,HII region,11:14.6,-62:45:04.3,15.298,59.208,100.63,292.42,17.7,13.9,11.8,-35.6,7.2,f,3.6,,2.00E+05,IRAS,,305.19671,0.033428856
992,917,G305.1997+00.0216,HII region,11:16.7,-62:45:46.0,9.658,16.207,20.89,129.41,13.9,12.3,11,-37.2,7.1,-999,3.6,-999,5.40E+04,MSX,,305.199756,0.021576259
993,912,G305.2017+00.2072,YSO,11:10.5,-62:34:38.6,19.216,64.647,109.66,265.91,14.2,11.7,9.4,-41,7,tp,3.6,-999,4.90E+04,MIPS/IGA,,305.2021016,0.207333012
994,921,G305.2242+00.2028,Diffuse HII region,11:22.1,-62:34:48.7,6.051,19.342,24.82,67.71,15.9,15.1,12.6,-42.9,6.9,tp,3.6,-999,1.80E+04,MIPS/IGA,,305.2242127,0.202813197
995,930,G305.2535+00.2412,Diffuse HII region,11:35.8,-62:32:22.9,4.874,29.039,50.14,105.7,15.1,14,13.9,-40.9,7,tp,3.6,-999,4.40E+04,MSX,,305.2535488,0.241148613
996,939,G305.2694-00.0072,HII region,11:54.3,-62:47:10.3,21.77,71.919,100.57,230.94,12.5,10.9,9.8,-32.3,7.3,f,3.6,-999,4.30E+04,MIPS/IGA,,305.2694375,-0.007375406
997,954,G305.3500+00.2240,HII region,12:26.6,-62:32:57.1,5.204,18.468,23.29,57.72,15.3,13,11.8,-39,7,f?,3.6,-999,1.50E+04,MIPS/IGA,,305.3499944,0.2238955
998,955,G305.3526+00.1945,HII region,12:29.2,-62:34:41.8,22.254,81.814,115.07,318.5,13.6,13.2,11.7,-999,-999,-999,-999.0,,-999,IRAS,,305.3526745,0.194495739
999,960,G305.3611+00.1494,Diffuse HII region,12:35.5,-62:37:21.0,8.371,13.638,12.79,60.39,16.2,14.6,12.9,-39.7,7,-999,3.6,-999,2.50E+04,MSX,,305.3611719,0.149427048
1000,963,G305.3719+00.1837,HII region,12:39.7,-62:35:15.0,2.895,8.017,8.82,24.57,16.6,14.6,12.7,-39.6,7,-999,3.6,-999,7.80E+03,MIPS/IGA,,305.3719771,0.18365496
1001,970,G305.4399+00.2103,Diffuse HII region,13:13.8,-62:33:19.0,2.512,6.273,6.36,18.61,15.9,14.9,14,-40.9,7,tp,3.6,-999,9.00E+03,MIPS/IGA,,305.4399822,0.21029835
1002,972,G305.4748-00.0961,YSO,13:45.8,-62:51:27.6,0.219,-0.549,1.15,4.77,16.5,14.6,11.9,-39.4,7,-999,3.6,-999,5.20E+03,MIPS/IGA,,305.4749207,-0.096201766
1003,971,G305.4840+00.2248,YSO?,13:36.0,-62:32:14.0,3.986,5.557,5.42,10.47,14.8,12.4,10,-45.6,6.8,tp,3.6,-999,4.20E+03,MIPS/IGA,,305.4839158,0.224662394
1004,975,G305.5393+00.3394,YSO,13:59.6,-62:25:07.6,2.579,3.737,5.33,8.03,17.4,16.3,13.6,-35.8,7.1,-999,3.6,-999,4.10E+03,MIPS/IGA,,305.5393943,0.338726955
1005,979,G305.5516+00.0149,HII region,14:20.8,-62:44:25.0,7.47,18.889,20.42,60.52,15.6,13.8,12.6,-999,-999,-999,-999.0,,-999,IRAS,,305.5516576,0.014886191
1006,980,G305.5528-00.0109,HII region,14:22.8,-62:46:00.6,1.249,1.965,2.99,16.96,17.6,16.7,13.7,-38.2,7.1,-999,3.6,-999,1.10E+04,MIPS/IGA,,305.5531165,-0.011905051
1007,981,G305.5610+00.0124A,HII/YSO?,14:26.4,-62:44:30.4,10.638,17.257,20.97,91.55,15.7,12.6,9.7,-40.5,7,tp,3.6,-999,3.40E+04,MIPS/IGA,,305.5620927,0.012447875
1008,983,G305.5803+00.0381,Diffuse HII region,14:34.7,-62:42:52.5,2.586,6.037,6.83,12.66,15.5,15.1,14.1,-38.2,7.1,-999,3.6,-999,4.70E+03,MIPS/IGA,,305.580346,0.03811261
1009,984,G305.6039-00.6904,HII region,15:22.0,-63:26:15.8,1.123,1.685,1.89,9.67,14.9,14.1,11.8,-20.8,7.7,fsa,8.3,-999,1.60E+04,MIPS/IGA,,305.6033334,-0.690159879
1010,4797,G305.8871+00.0179,HII/YSO?,17:15.4,-62:42:23.8,0.214,-0.538,-0.39,3.46,-999,-999,-999,-999,-999,-999,-999.0,,-999,IRAS,,305.8867672,0.016915675
1011,990,G305.9402-00.1634,YSO,17:53.0,-62:52:51.0,2.817,5.974,7.03,16.11,14.2,13.7,11,-35.6,7.1,-999,3.6,-999,6.70E+03,MIPS/IGA,,305.9402712,-0.163652204
1012,993,G306.0951-00.4778,Young/old star,19:31.9,-63:10:38.4,0.88,2.188,3.37,5.78,15.9,14.6,11.9,41.7,11.4,fo,14.1,-999,3.00E+04,IRAS,,306.0948742,-0.478244151
1013,992,G306.1160+00.1386,YSO,19:07.9,-62:33:42.8,3.07,4.633,5.53,10.14,11.5,9.8,8.4,-33.6,7.2,-999,3.6,-999,4.00E+03,MIPS/IGA,,306.1160405,0.13852414
1014,999,G307.3950-00.5838,YSO,31:03.8,-63:06:42.8,0.951,1.525,1.7,3.46,-999,-999,-999,34.4,10.8,fo,13.8,-999,1.30E+04,MIPS/IGA,,307.3946097,-0.584003015
1015,1002,G307.5606-00.5871,HII region,32:31.1,-63:05:20.5,10.733,28.322,37.24,131.09,14.8,13.3,9.7,-33,7.2,f,7.5,-999,1.20E+05,MIPS/IGA,,307.5606846,-0.587069984
1016,1001,G307.6138-00.2559A,HII region,32:31.1,-62:45:13.6,11.749,18.633,15.9,80.79,15.3,13.1,11.2,-36.6,7.1,f?,7.5,-999,7.20E+04,MIPS/IGA,,307.6138461,-0.256061563
1017,1001,G307.6138-00.2559B,YSO,32:31.2,-62:45:17.0,11.749,18.633,15.9,80.79,15.3,13.1,11.2,-36.6,7.1,f?,7.5,-999,8.00E+03,MIPS/IGA,,307.6139599,-0.257036418
1018,1003,G307.6213-00.2622,HII region?,32:35.6,-62:45:31.4,5.346,10.087,12.79,71.17,14.8,13.4,11.7,-37.6,7,f?,7.5,-999,6.10E+04,MIPS/IGA,,307.6216106,-0.262318579
1019,1010,G307.7359-00.5945,HII region,34:03.4,-63:04:04.6,0.573,0.849,1.28,10.07,15.3,14,13.3,36.7,11,fo,13.8,-999,2.00E+04,MIPS/IGA,,307.7358836,-0.594397577
1020,1004,G308.0023+02.0190,HII region?,32:42.2,-60:26:45.9,2.614,2.805,3.36,41.42,16.3,14.9,13.7,-22.9,7.6,nz,1.7,-999,2.90E+03,IRAS,,308.0026904,2.018755478
1021,1015,G308.0049-00.3868,YSO,36:04.9,-62:49:05.4,2.866,4.064,3.95,5.4,14.3,11.6,9.5,-37.6,7,-999,7.5,-999,9.40E+03,MIPS/IGA,,308.0049884,-0.386979288
1022,1006,G308.0108+02.0146,YSO,32:46.8,-60:26:54.7,2.628,4.79,6.59,21.05,16.2,15.3,13.8,-23.1,7.6,nz,1.7,-999,2.30E+03,IRAS,,308.0115568,2.014846484
1023,1017,G308.0314-01.0529,HII region,37:20.6,-63:28:09.4,3.528,6.091,6.67,41.06,14.3,13.1,12.8,41.8,11.5,fo,14.1,-999,1.80E+05,MIPS/IGA,,308.0314562,-1.052951695
1024,1020,G308.2010-01.0199,HII region,38:46.9,-63:24:23.0,1.123,1.585,1.93,12.29,14.4,13.8,12.1,32.8,10.7,fo,14.1,-999,3.50E+04,MIPS/IGA,,308.2010763,-1.020025698
1025,1024,G308.6480+00.6469A,YSO,39:56.0,-61:40:58.9,1.035,2.154,1.51,5.28,14.7,13.5,10.6,-47.9,6.7,tp,4.6,-999,1.10E+04,MIPS/IGA,,308.6498492,0.649159059
1026,1024,G308.6480+00.6469B,HII region,39:54.8,-61:41:12.5,1.035,2.154,1.51,5.28,14.9,14.5,14.2,-47.9,6.7,tp,4.6,-999,3.80E+03,MIPS/IGA,,308.6467549,0.645902158
1027,1024,G308.6480+00.6469C,HII region,39:57.2,-61:41:20.0,1.035,2.154,1.51,5.28,15.3,14.5,14.5,-47.9,6.7,tp,4.6,-999,1.60E+04,MIPS/IGA,,308.6511608,0.642943121
1028,1027,G308.6542+00.6039,Diffuse HII region,40:02.4,-61:43:36.1,0.183,3.192,2.32,3.63,14.3,12.8,12.1,-47.8,6.7,f,4.6,-999,2.60E+03,MIPS/IGA,,308.6542114,0.603876171
1029,1033,G308.6876+00.5241,YSO,40:26.6,-61:47:55.9,0.549,0.83,2.42,5.81,17.2,14.3,12.6,-47.7,6.7,tp,4.6,-999,3.00E+03,MIPS/IGA,,308.6874159,0.524038895
1030,1034,G308.7008+00.5312,YSO,40:32.6,-61:47:19.9,1.954,3.059,3.24,13.74,14.1,12.8,11.8,-47,6.7,-999,4.6,-999,2.40E+03,MIPS/IGA,,308.7009874,0.531609767
1031,1039,G308.9176+00.1231A,YSO,43:01.7,-62:08:51.2,155.06,280.83,417.37,442.12,14.5,9.8,6.4,-50.4,6.6,tp,4.6,-999,1.40E+05,MIPS/IGA,,308.9177638,0.123119179
1032,1039,G308.9176+00.1231B,HII region,43:01.7,-62:08:55.8,155.06,280.83,417.37,442.12,-999,-999,-999,-50.4,6.6,tp,4.6,-999,1.60E+05,MIPS/IGA,,308.9175862,0.1218514
1033,1043,G309.1773-00.0278,HII region,45:28.3,-62:14:33.7,3.063,6.96,6.23,14.3,17.2,15.1,13.2,-16.4,7.8,fsa?,9.6,-999,4.70E+04,MIPS/IGA,,309.1773484,-0.027939287
1034,1046,G309.2203-00.4619,YSO,46:37.3,-62:39:27.7,2.322,4.167,4.89,12.76,14.5,12.5,10.9,-41.4,6.9,nsa,3.5,-999,3.50E+03,MIPS/IGA,,309.2202552,-0.461627852
1035,1049,G309.4230-00.6208,YSO,48:38.9,-62:46:09.5,0.594,1.418,1.14,9.79,15.9,14.9,13.2,-43.3,6.8,nsa,3.5,-999,3.10E+03,MIPS/IGA,,309.4228461,-0.620766475
1036,1051,G309.8886+00.3982,HII region?,50:35.5,-61:40:21.4,14.064,20.044,15.59,76.94,13.4,13,11.4,-57.6,6.4,tp,5.4,-999,5.50E+04,MIPS/IGA,,309.8888352,0.39752676
1037,1052,G309.9206+00.4790A,HII region,50:41.9,-61:35:10.7,24.818,85.213,154.07,542.34,15.1,12.7,9.3,-57.9,6.3,tp,5.4,-999,2.20E+05,MIPS/IGA,,309.9206838,0.478717539
1038,1052,G309.9206+00.4790B,YSO,50:42.3,-61:35:07.8,24.818,85.213,154.07,542.34,14.4,12.2,10.6,-57.9,6.3,tp,5.4,-999,2.60E+04,MIPS/IGA,,309.9217359,0.479298897
1039,1054,G309.9796+00.5496,YSO,51:02.7,-61:30:14.1,4.935,5.803,4.62,20.32,15.9,12.4,9.7,-42.4,6.8,nsa?,3.3,-999,1.20E+04,MIPS/IGA,,309.979771,0.549489318
1040,1055,G310.0135+00.3892,YSO,51:37.8,-61:39:07.5,72.986,126.08,160.78,258.92,11.8,7.6,4.9,-41.2,6.9,-999,3.3,-999,5.70E+04,MIPS/IGA,,310.0134984,0.389271875
1041,1057,G310.1420+00.7583A,HII/YSO,51:58.3,-61:15:41.7,2.204,2.679,2.24,18.17,17.9,16,13.5,-55.3,6.4,tp,5.4,-999,4.60E+03,MIPS/IGA,,310.1435396,0.759722972
1042,1057,G310.1420+00.7583B,HII region,51:57.6,-61:15:47.9,2.204,2.679,2.24,18.17,15.8,14.3,12.1,-55.3,6.4,tp,5.4,-999,4.20E+04,MIPS/IGA,,310.1418533,0.758355087
1043,1064,G310.5163-00.2179,HII region,57:01.0,-62:07:12.7,1.555,3.881,5.22,9.52,16.8,14.3,13.6,-999,-999,-999,-999.0,-999,-999,IRAS,,310.5163308,-0.217994121
1044,1068,G310.8902+00.0089,HII region,59:35.9,-61:48:18.7,2.001,3.908,3.44,8.89,16.3,14.8,12.9,-999,-999,-999,-999.0,-999,-999,IRAS,,310.8902366,0.0088395
1045,1071,G310.9009-00.3804,HII region,00:33.4,-62:10:41.1,2.314,4.739,4.77,13.12,16.5,15.3,14.3,-999,-999,fo,-999.0,-999,-999,IRAS,,310.9009769,-0.380532313
1046,1066,G310.9438+00.4411,YSO,59:05.8,-61:22:26.6,0.638,2.436,5.48,6.88,15.1,14.7,14,-45.2,6.7,-999,4.2,-999,2.10E+03,MIPS/IGA,,310.9446961,0.440662031
1047,1069,G311.0341+00.3791,YSO,59:57.6,-61:24:36.7,1.336,1.979,1.99,5.99,16.1,13.6,10.9,-54.8,6.4,tp,4.2,-999,2.20E+03,MIPS/IGA,,311.0350566,0.378845253
1048,1073,G311.0593-00.3349,YSO,01:45.9,-62:05:30.0,1.41,2.411,2.49,4.71,15.4,12.8,10.3,-57.5,6.3,tp,5.5,-999,3.40E+03,MIPS/IGA,,311.0600811,-0.334880687
1049,1076,G311.1359-00.2372,HII region,02:09.9,-61:58:37.7,1.113,2.002,2.87,12.63,17.6,15.6,13.7,32,10.8,fo,14.3,-999,1.20E+04,MIPS/IGA,,311.1361145,-0.23723475
1050,1075,G311.1794-00.0720,HII region,02:08.3,-61:48:25.0,2.977,2.884,2.99,21.5,15.9,13.4,11.2,-38.9,6.9,?,2.9,-999,6.7e+03/5.4e+04,MIPS/IGA,,311.1789753,-0.072493315
1051,1077,G311.2292-00.0315,YSO?,02:27.5,-61:45:13.9,0.82,2.201,4.62,6.55,-999,-999,-999,-55.4,6.4,tp,5.6,-999,4.20E+03,MIPS/IGA,,311.2297463,-0.031632298
1052,1079,G311.4255+00.5964,HII region,02:36.4,-61:05:46.6,4.497,6.703,4.96,16.56,15.8,13.3,11.9,-48.6,6.6,f,5.6,-999,1.90E+04,MIPS/IGA,,311.425528,0.596383116
1053,1080,G311.4402+00.4243,YSO,03:07.0,-61:15:27.9,8.862,15.093,20.76,21.53,14.3,10.3,7.8,-45.3,6.7,-999,5.6,-999,1.80E+04,MIPS/IGA,,311.4407134,0.424232391
1054,1083,G311.4742+00.4010,Diffuse HII region,03:26.4,-61:16:15.2,0.324,1.251,1.57,4.21,16.2,15,13.5,-59.6,6.3,tp,5.6,-999,7.30E+03,MIPS/IGA,,311.4743051,0.400982159
1055,4800,G311.4925+00.4021,YSO,03:34.8,-61:15:52.1,0.335,-0.673,-0.48,3.26,-999,-999,-999,-60.1,6.2,tp,5.6,-999,4.30E+03,MIPS/IGA,,311.4923433,0.402491477
1056,1084,G311.4942+00.4163,Diffuse HII region,03:33.8,-61:15:02.5,0.695,0.992,1.01,2.7,17.1,15.6,13.7,-58.7,6.3,tp,5.6,-999,4.80E+03,MIPS/IGA,,311.4942326,0.416282507
1057,1086,G311.5123+00.3528,Young/old star?,03:51.3,-61:18:23.3,3.504,5.497,7.64,8.39,17.6,14.9,12.8,-55.6,6.4,tp,5.6,-999,4.00E+04,MIPS/IGA,,311.5124964,0.353005149
1058,1090,G311.5131-00.4532,YSO,05:45.8,-62:04:49.1,1.092,1.012,1.22,8.88,15.5,13.1,12.4,-50.4,6.5,nsa,4.1,-999,4.60E+03,MIPS/IGA,,311.5129876,-0.453229731
1059,1087,G311.5671+00.3189,YSO?,04:22.2,-61:19:27.4,0.273,0.833,1.64,3.72,-999,-999,-999,-46.8,6.6,-999,5.6,-999,1.50E+03,MIPS/IGA,,311.5669462,0.318743336
1060,1095,G311.6050-00.6369A,YSO,06:58.1,-62:13:49.2,1.198,1.807,1.33,3.81,17.4,14.9,12.9,35,11.1,fo,14.7,-999,9.00E+03,MIPS/IGA,,311.604965,-0.637221481
1061,1095,G311.6050-00.6369B,HII region,06:58.4,-62:13:46.4,1.198,1.807,1.33,3.81,17.4,14.9,12.9,35,11.1,fo,14.7,-999,3.60E+04,MIPS/IGA,,311.6056725,-0.636622067
1062,1089,G311.6380+00.3009A,HII/YSO,04:58.9,-61:19:16.6,2.819,3.24,3.38,21.11,16,13.3,11.1,-48.2,6.6,f,5.6,-999,1.50E+03,MSX,,311.6382979,0.301090009
1063,1089,G311.6380+00.3009B,HII region,04:58.9,-61:19:16.6,2.819,3.24,3.38,21.11,16,13.3,11.1,-48.2,6.6,f,5.6,-999,1.50E+03,MSX,,311.6382979,0.301090009
1064,1093,G311.6434-00.3804,HII region,06:39.2,-61:58:24.2,0.336,0.656,0.97,6.63,17,15.3,14.7,35.1,11.1,fo,14.7,-999,2.00E+05,MIPS/IGA,,311.6434802,-0.380513177
1065,1101,G311.8998+00.0812,HII region,07:36.1,-61:27:26.6,6.29,21.241,29.02,64.93,15.3,12.9,11.7,-999,-999,-999,-999.0,-999,-999,IRAS,,311.8998914,0.081127571
1066,1103,G311.9668-00.0490,HII region?,08:27.4,-61:33:44.6,0.151,1.108,2.66,9.34,13.6,11.8,11,-999,-999,-999,-999.0,,-999,IRAS,,311.9668158,-0.049080467
1067,1109,G311.9799-00.9527,YSO,10:51.4,-62:25:15.8,1.489,1.725,2.42,3.33,-999,-999,-999,-41.5,6.8,nz,3.1,-999,1.40E+03,MIPS/IGA,,311.98006,-0.952710782
1068,1106,G312.0963-00.2356,YSO?,09:58.3,-61:42:07.5,0.458,0.812,1.85,6.24,16.3,15.8,14.5,-45.5,6.7,?,3.5,-999,3.0e+03/1.5e+04,MIPS/IGA,,312.0973057,-0.235817325
1069,4802,G312.1315+00.1991,HII region,09:09.6,-61:16:36.1,0.258,-0.602,0.7,2.78,15.7,13.3,12.1,-999,-999,-999,-999.0,-999,-999,MSX,,312.1314887,0.199099358
1070,1105,G312.3070+00.6613,HII region,09:25.0,-60:47:01.0,0.676,1.259,2.69,11.38,-999,-999,-999,-10.2,8.1,nz,0.6,-999,235,MIPS/IGA,,312.3072232,0.660840678
1071,1112,G312.3825-00.4143,HII region,12:44.1,-61:47:10.1,2.384,2.812,3.11,19.07,-999,-999,-999,-25,7.4,?,9.7,-999,3.00E+04,MIPS/IGA,,312.383346,-0.415354688
1072,1111,G312.4964-00.0213,HII region,12:37.0,-61:22:35.4,0.275,0.876,1.73,5.22,16.4,13.5,11.9,-999,-999,-999,-999.0,,-999,IRAS,,312.4964605,-0.021389343
1073,1115,G312.5472-00.2801,HII region,13:42.0,-61:36:26.5,0.848,0.791,0.98,5.8,-999,-999,-999,-25.4,7.4,fsa,9.7,-999,2.40E+04,MIPS/IGA,,312.5476272,-0.280990767
1074,1114,G312.5963+00.0479,HII region,13:14.1,-61:16:48.9,3.291,4.615,6.66,38.79,-999,-999,-999,-62.7,6.1,tp,5.6,-999,5.30E+04,MIPS/IGA,,312.5968365,0.047133971
1075,1125,G313.3153-00.4640,HII/YSO??,20:18.0,-61:31:53.0,4.127,5.495,4.05,9.39,14.7,12.9,12.8,-999,-999,-999,-999.0,-999,-999,IRAS,,313.3153193,-0.464132446
1076,1122,G313.4573+00.1934,HII region,19:35.5,-60:51:57.8,4.061,9.86,13.68,43.59,-999,-999,-999,-4.7,8.4,f,11.5,-999,1.60E+05,MIPS/IGA,,313.4578855,0.191335604
1077,1124,G313.5769+00.3267,YSO,20:08.4,-60:41:55.3,0.965,1.401,2.1,11.36,18,16.4,14.3,-46.5,6.6,nsa?,3.4,-999,8.20E+03,MIPS/IGA,,313.576953,0.326631572
1078,1131,G313.7051-00.1895,YSO,22:34.7,-61:08:26.3,0.621,0.81,1.14,5.81,-999,-999,-999,-42.4,6.7,fsa,8.7,-999,2.00E+04,MIPS/IGA,,313.7053264,-0.189817205
1079,1137,G313.7654-00.8620,HII/YSO??,25:00.9,-61:44:58.9,0.917,0.945,1.19,8.61,16.2,14.6,12.1,-999,-999,fo,-999.0,-999,-999,IRAS,,313.7654604,-0.86213951
1080,1142,G314.2161+00.2546,HII region,25:15.0,-60:32:46.0,2.51,2.785,2.39,14.04,16.3,14.4,12.5,-60.5,6.2,tp,5.9,-999,1.30E+04,MIPS/IGA,,314.217954,0.253515465
1081,1141,G314.2204+00.2726,HII region,25:13.1,-60:31:38.9,2.097,8.228,17.85,58.13,-999,-999,-999,-60.4,6.2,tp,5.9,-999,7.30E+04,MIPS/IGA,,314.2207795,0.272376154
1082,1143,G314.2853+00.4295,Diffuse HII region,25:15.4,-60:21:27.7,1.072,3.696,5.75,17.48,13.6,11.9,11,-61.8,6.1,tp,5.9,-999,1.80E+04,MIPS/IGA,,314.2853708,0.429460041
1083,1145,G314.2964+00.1009,Young/old star?,26:17.6,-60:39:40.9,5.078,7.888,10.48,17.64,11.6,9.2,7.4,-50.1,6.5,-999,3.7,-999,5.50E+03,MIPS/IGA,,314.2965167,0.100246222
1084,1146,G314.3197+00.1125,YSO,26:26.3,-60:38:31.5,20.05,29.401,42.34,57.98,16.4,14.8,10.6,-48.9,6.5,nsa?,3.7,-999,1.30E+04,MIPS/IGA,,314.3199525,0.111903124
1085,1152,G315.4195-00.3140,Young/old star?,36:03.5,-60:37:28.4,0.675,1.573,2.59,3.34,17.4,14.5,11.2,4.5,8.9,fo,12.7,-999,7.20E+03,MIPS/IGA,,315.4195975,-0.314638714
1086,1157,G315.7997-00.3772,HII region?,39:06.0,-60:31:51.9,0.68,0.669,1.52,10.66,16.7,14.6,13.2,-62.9,6,-999,7.6,-999,2.60E+04,MIPS/IGA,,315.7995181,-0.377398513
1087,1159,G316.1386-00.5009A,HII region,42:01.9,-60:30:25.2,12.771,24.797,22.98,83.82,-999,-999,-999,-61,6.1,f?,7.6,-999,4.90E+03,MIPS/IGA,,316.1387026,-0.502573261
